,content,sentimen,TF_IDF
1333,"['respek', 'nadiem', 'tanggung', 'cerdas', 'respek', 'om', 'dedi', 'nice', 'conten']",positif,"[0.7154576122391092, 1.0512747823294868, 0.4043474826722472, 1.1296087205371093, 0.7709816866605325, 1.0140841904437852]"
1334,"['prioritas', 'utama', 'selamat', 'sehat', 'kemaren']",netral,"[1.6488326916071756, 0.9609488633466883, 1.4036253783542438, 1.3884692229001352]"
1335,"['moga', 'prioritas', 'anak', 'ajar', 'tatap', 'muka', 'sehat', 'selamat', 'cepat', 'wujud', 'vaksinasi', 'kurang', 'resiko', 'papar', 'covid']",positif,"[0.1958806598679507, 0.20981600153054888, 0.3558377015356304, 0.29486256492740126, 0.4006951081006778, 0.2731391022080984, 0.28789994896272186, 0.507333135879131, 0.45401412198990443, 0.29567657333744257, 0.4318847318013058, 0.285712415476527, 0.5385227595797589]"
1336,"['orang', 'bicara', 'didik', 'banyak', 'erti', 'tuju', 'pendidikansudut', 'pandang', 'orang', 'slalu', 'beda']",netral,"[0.5091253369652428, 0.5054885725481553, 0.5553876891600541, 0.26635051337043764, 0.5391357962102766, 0.5731258635589022, 0.6441180086601443, 0.7288477946988647, 0.4110424116640702]"
1337,"['langsung', 'pandemi', 'covid', 'seleksi', 'alam', 'guru', 'zona', 'nyaman', 'ajar', 'kembang']",netral,"[0.2829387309203732, 0.5884497535887157, 0.425912593784024, 0.34099669353472667, 0.623833501490775, 0.5220234201714246, 0.7156866762890493, 0.39903329889555733, 0.5990397735669739]"
1338,"['harap', 'baik', 'buruk']",positif,"[1.31481299305548, 1.9673945286229189, 1.661964284664867]"
1339,"['buka', 'sekolah', 'sekolah', 'zona', 'hijau', 'andai', 'andai']",netral,"[1.9364720923493304, 0.5721519429975537, 0.8555992804083409, 0.7300593595352114, 0.7701939945861094]"
1340,"['sarap', 'pagi', 'kali', 'murid', 'cek', 'notif', 'line', 'pagi', 'full', 'tugas', 'deadline', 'batas', 'tinggal', 'alfa', 'gimana', 'kuota', 'habis', 'bambang', 'indonesia', 'negara', 'maju', 'bang', 'pelan', 'pelan', 'ubah', 'langsung', 'loncat', 'anak', 'tangga', 'ubah']",negatif,"[0.12988609618557787, 0.3140633698299382, 0.2544079903777778, 0.3333712321208031, 0.2851997601361136, 0.21215545728249668, 0.2851997601361136, 0.1505401696163598, 0.2424406366501156, 0.21123078652739666, 0.2237243229306105, 0.3140633698299382, 0.20685899846772413, 0.2020931194888202, 0.2170689923413172, 0.5794766802535914, 0.2442377951254893, 0.17101427095523886, 0.47172409820682004]"
1341,"['kuota', 'gratis']",netral,"[2.7769384458002704, 2.217923258537665]"
1342,"['its', 'not', 'about', 'virus', 'its', 'psychology']",netral,"[1.3555304646445314, 2.711060929289063, 1.2169010285325423, 1.1358080069109096]"
1343,"['sebenernya', 'bagus', 'paket', 'gratis', 'perintah', 'siswa', 'siswa', 'desa', 'paket', 'gratis', 'rata', 'orang', 'tua', 'handpone', 'contoh', 'kelas', 'anak', 'kelas', 'orang', 'hp', 'orang', 'gimana']",positif,"[0.12988609618557787, 0.2300829606746354, 0.2480493526337529, 0.2704304778359308, 0.21215545728249668, 0.5289406563429087, 0.2274367772863111, 0.42431091456499337, 0.40937561682778717, 0.5408609556718617, 0.21504234403566028, 0.2947555075390732, 0.32274534872488836, 0.36709435642890487, 0.17023361334687329]"
1344,"['tugas', 'nadiem', 'berat', 'selamat', 'generasi', 'muda', 'bagus', 'asrama', 'pulau', 'isolasi', 'guru', 'murid', 'selesai', 'pulau', 'kumpul', 'murid', 'guru', 'isolasi', 'tunggu', 'vaksin', 'konsekuensi', 'anak', 'pas', 'ketemu', 'keluarga', 'akal', 'telpon', 'wa', 'call', 'simpel', 'asa', 'krisis', 'ajar']",negatif,"[0.09431291030679106, 0.23856222542968308, 0.10102251925544946, 0.25928873609395797, 0.25928873609395797, 0.17895341385804978, 0.1899627295420472, 0.16024619352260505, 0.22733112902315114, 0.1961499178629052, 0.2336166182954415, 0.18344826041376336, 0.21563484734056368, 0.20358216584298489, 0.314367074760387, 0.08985499614938827, 0.19787288140493828, 0.5185774721879159, 0.207944500496925, 0.1961499178629052, 0.13301109963185243, 0.2128901076311666, 0.22535204232084113, 0.25102416011935763]"
1345,"['jarang', 'jabat', 'mnta', 'maaflu', 'cek']",positif,"[2.3335986248456217, 1.750532006575869, 2.0632885527735123]"
1346,"['keren', 'kemdikbud', 'bijak', 'dengar', 'kuping', 'masyarakat', 'berkat', 'popularitas', 'mampu', 'sosialisasiya', 'mendikbud']",positif,"[0.8750994843171083, 0.536593209179332, 0.6511295506636015, 0.8750994843171083, 0.5970215403765666, 0.7185041132551873, 0.6075912138800744, 0.6942346114500676]"
1347,"['anak', 'sd', 'ajar', 'konsep', 'dasar', 'dekade', 'materi', 'ajar', 'anak', 'sd', 'mendetil', 'sesuai', 'umur', 'susun', 'materi', 'ajar', 'kejar', 'angka', 'kredit', 'karir', 'perhati', 'substansial', 'anak', 'ingatanak', 'gudang', 'suka', 'hati', 'masuk', 'barang', 'guna', 'tugas', 'nadiem']",negatif,"[0.332145466732612, 0.3557749591170177, 0.28005130811310625, 0.22833026172728726, 0.2742455953903009, 0.22647984370907875, 0.26454370185490045, 0.2742455953903009, 0.17468010361694503, 0.4085400679602453, 0.1054819520014558, 0.2366370111517529, 0.38244401644282455, 0.2153523057031135, 0.20765966621793622, 0.1561434647852181, 0.2566166776464677]"
1348,"['kang', 'main', 'kang', 'batagor', 'kang', 'es', 'cream', 'kang', 'bajaj', 'kang', 'ojek', 'sekolah', 'buka', 'langsung', 'hidup', 'keluarga']",netral,"[0.3337553000819063, 0.5648043602685546, 0.41011286107141914, 3.2058096062903383, 0.44133731519153674, 0.3915175651285684, 0.4002976081000539, 0.21293397986443666]"
1349,"['bener', 'banget', 'anak', 'dimasukkin', 'swasta', 'bagai ikut', 'ajar', 'bener', 'bener']",positif,"[0.31830607228541985, 0.34095100248714194, 0.5386940989688798, 1.9092200136196604, 0.7486493703572983, 0.6620059727873051]"
1350,"['pandemi', 'erti', 'materi']",negatif,"[1.7971193207009217, 1.5660702605142736, 1.197099896686672]"
1351,"['pikir', 'murid', 'indonesia', 'sadar', 'ajar', 'mandiri', 'program', 'sadar', 'ajar', 'siswa', 'sulit']",negatif,"[0.46299065059697436, 0.287394869267596, 0.5995755242207912, 0.3858141372059295, 0.38438246839064405, 0.4164025223533125, 0.9713759632606062, 0.3504082493185001, 0.39982783537204386]"
1352,"['salut', 'menteri', 'didik', 'semangat', 'sehat', 'karim']",positif,"[0.5327010267408753, 0.47128099507909876, 1.0039588811340567, 0.7687590906773507, 0.7267000089100786]"
1353,"['baik', 'sekolah', 'online', 'ketemu', 'guru']",netral,"[0.788887795833288, 0.6137940483625082, 1.2615297387953843, 0.7504722494854242, 0.511041551674648]"
1354,"['semangat', 'nadiem', 'we', 'support', 'you', 'all', 'the', 'way', 'hopefully', 'can', 'still', 'make', 'transformation', 'in', 'our', 'country', 'education', 'system', 'in', 'this', 'difficult', 'situationgod', 'bless']",positif,"[0.4294120057734296, 0.4396887177619135, 0.4396887177619135, 0.4396887177619135, 0.7256868341987088, 0.40563367617751406, 0.16173899306889888, 0.2422333363033595, 0.37025845944003605, 0.4396887177619135, 0.3024628422631132, 0.35942386414018435, 0.38320219373609987, 0.3260388449460185]"
1355,"['nadiem', 'makarim', 'ok', 'banget', 'jalan', 'presiden', 'lapis', 'masyarakat', 'didik', 'gbu', 'always']",positif,"[0.847206540402832, 0.5386940989688798, 0.33293814171304703, 0.5386940989688798, 0.5904410736908888, 0.6075912138800744, 0.3032606120041854, 0.7605631428328389]"
1356,"['bayang', 'generasi', 'tua', 'mendikbud', 'pandemi', 'inisemangat', 'nadiem']",positif,"[0.8020716447738536, 0.6180924607300481, 1.0412111352840923, 0.7934109845143629, 0.34658355657621187, 0.5130428128657165, 0.5107008400406199]"
1357,"['bijak', 'daringsekolah', 'online', 'libur', 'pandemi']",netral,"[1.073186418358664, 1.4755458964671893, 0.9380903118567803, 0.897824922515004]"
1358,"['enak', 'buku', 'ajar', 'jadi', 'simple']",netral,"[0.6366121445708397, 1.3884692229001352, 1.5769121734942302, 1.4197600086386368]"
1359,"['bener', 'banget', 'hubung', 'emosional', 'guru', 'siswa', 'crusial', 'bgt', 'ajar', 'enjoy', 'ajar', 'suka', 'guru', 'seringkali', 'mood', 'ajar', 'suka', 'guru', 'guru', 'bahas', 'ttg', 'personal', 'ajar', 'sistem', 'ajar', 'terap']",netral,"[0.5787383132462179, 0.28671130427167824, 0.19588876326141083, 0.231420607711474, 0.24284399081515154, 0.2997877621103956, 0.31821799429713027, 0.5579945894204619, 0.27656841557557776, 0.1943734714310657, 0.17520412465925006, 0.4341974839102303, 0.2581381833888431, 0.30807510560102985]"
1360,"['nadiem', 'semangat', 'bisasaya', 'nadiem']",positif,"[1.6173899306889887, 1.2111666815167974]"
1361,"['benci', 'situasi']",negatif,"[2.9510917929343785, 2.7769384458002704]"
1362,"['inti', 'sekolah']",netral,"[2.8072507567084877, 1.27760387918662]"
1363,"['pilih', 'nadiem', 'makarim', 'menteri', 'didik', 'budaya', 'peluang', 'driver', 'gojek', 'lulus', 'sekolah', 'kuliah', 'angka', 'anggur', 'indonesia', 'turun', 'untung', 'gojek', 'jalan']",positif,"[0.37889294627067316, 0.36410974460709045, 0.15667677257084567, 0.6466727620894814, 0.18596138599667975, 0.2535031053971199, 0.285925277120035, 0.3233363810447407, 0.27785462291335944, 0.1386120573762055, 0.14271087623726372, 0.39868543077780333, 0.28949143134453115, 0.15030633872783764, 0.31426869399607843, 0.306413906194636]"
1364,"['bijak', 'diprotest', 'khalayak', 'ramai', 'pintar', 'bodoh']",netral,"[1.073186418358664, 1.1507251504346239, 1.2151824277601488, 1.6102950216503609]"
1365,"['paksa', 'tidak', 'normal', 'normal']",negatif,"[2.6257980098638036, 1.455535219548805, 1.694413080805664]"
1366,"['mas', 'nadiem', 'orang', 'kaya', 'indonesia', 'aset', 'usaha', 'gojek', 'ngapain', 'peduli', 'indonesia', 'sibuk', 'mikir', 'bangsa', 'enak', 'senang', 'nikmatin', 'hidup', 'nadiem', 'gitu', 'beliau', 'mikirin', 'rakyat']",positif,"[0.20685899846772413, 0.23903782884144203, 0.30036422352271047, 0.26735721492461784, 0.26174849894098057, 0.23435020632652523, 0.3010803392327196, 0.2442377951254893, 0.1523668776102858, 0.25917386935668174, 0.32274534872488836, 0.23105570438414125, 0.3140633698299382, 0.13645853894259574, 0.2810563612318456, 0.23435020632652523, 0.25917386935668174, 0.3140633698299382, 0.2300829606746354]"
1367,"['kouta', 'sesuai', 'mana', 'lapor', 'tolong', 'mudah']",netral,"[1.1667993124228109, 1.1296087205371093, 0.8255171718619351, 0.7361330536841058, 0.8255171718619351, 0.7789196948254081]"
1368,"['terimakasi', 'lmformasinyadana', 'bop', 'pandemi']",positif,[3.591299690060016]
1369,"['proud', 'you', 'mr', 'nadngga', 'mudah', 'pimpin', 'mimpin', 'imposible', 'semangat']",positif,"[0.9836972643114594, 0.7361330536841058, 0.8424809542469254, 0.9981991604763977, 0.6055833407583987, 0.8150971123650461]"
1370,"['coba', 'guru', 'rekam', 'video', 'ajar', 'coret', 'papan', 'rekam', 'bagi', 'grup', 'wali', 'murid', 'kelas', 'melulu', 'otodidak', 'orangtua', 'sanggup', 'ikut', 'mata', 'ajar', 'anak']",negatif,"[0.33952647710444783, 0.18184053465980904, 0.39347890572458377, 0.298337815348574, 0.20459801612083603, 0.3992796641905591, 0.29701764019549537, 0.3472690936872541, 0.4667197249691244, 0.2829303672843483, 0.4205099129317947, 0.512929537006454, 0.33699238169877016, 0.4396887177619135]"
1371,"['rencana', 'menteri', 'bagus', 'tolong', 'laksana', 'bener', 'bener', 'kontrol', 'program', 'tsb', 'jalan', 'mesti', 'kecewa', 'sekolah', 'bayar', 'uang', 'komite', 'tatap', 'mukagk', 'nikmatin', 'fasilitas', 'sekolahguru', 'banyak', 'ngambil', 'materi', 'youtubedll', 'masuk', 'akal', 'blum', 'sndiri', 'nanggung', 'biaya', 'kuota', 'komite', 'potong', 'mudah', 'orang', 'tua', 'murid']",positif,"[0.2147060028867148, 0.1610580724722448, 0.16970844565508092, 0.16011904324002157, 0.33941689131016184, 0.16404514442856766, 0.1940713626065073, 0.1436517597250346, 0.45184348821484377, 0.22592174410742188, 0.14786155056917766, 0.16732648018900945, 0.1339214127729912, 0.15660702605142737, 0.07854683251318312, 0.2147060028867148, 0.14722661073682114, 0.14146518364217414, 0.09552097725981701, 0.20632885527735126, 0.15268092486288123, 0.19673945286229189, 0.08517359194577466, 0.12380871337316168, 0.15578393896508164, 0.2147060028867148, 0.11916352934281131, 0.16404514442856766]"
1372,"['literallyyour', 'solution', 'make', 'us', 'over', 'burden']",negatif,[6.084505142662711]
1373,"['bushet', 'bro', 'tugas', 'banget', 'erererree']",negatif,"[1.436517597250346, 1.8930133448515156, 1.197099896686672]"
1374,"['kagum', 'menteri']",positif,"[3.1538243469884604, 1.1782024876977468]"
1375,"['maaf', 'konteks', 'salah', 'etika', 'dahulu', 'didik', 'pelopor', 'didik', 'gerak', 'bidang', 'didik', 'alam', 'wajar', 'maaf', 'kompleksitas', 'masalah', 'muncul']",positif,"[0.40738829094603396, 0.40738829094603396, 0.6146550308548561, 0.5213578710171275, 0.4680388571279009, 0.715295479595906, 0.4607073048352605, 0.49547539127703416, 0.31946028700457674, 0.5385227595797589]"
1376,"['muncul', 'pandemi', 'covid', 'detik', 'bayang', 'nasib', 'didik', 'indonesia', 'depan', 'lega', 'syukur', 'mang', 'tinggi', 'didik', 'nadiem', 'makariem', 'tangan']",positif,"[0.46787512611808124, 0.319434445338018, 0.46282307430004505, 0.44391752228406267, 0.2634452968286296, 0.5367650072167869, 0.2021737413361236, 0.49909958023819884, 0.299274974171668, 0.4732533362128789, 0.4918486321557297]"
1377,"['langka', 'banget', 'manusia', 'menteri', 'gin', 'salut']",positif,"[0.8619105583502077, 1.0109771450963105, 1.0685135595866668, 0.47128099507909876, 1.0039588811340567]"
1378,"['setting', 'covid', 'datng', 'cari', 'menteri', 'pandai', 'online', 'nurut', 'jongos']",positif,"[1.272813342413107, 0.958303336014054, 0.5891012438488734, 0.9380903118567803]"
1379,"['indonesia', 'maju', 'negara', 'konflik']",positif,"[1.0537811873145184, 1.4480129892740687, 1.5194829463892205]"
1380,"['alhamdulillah', 'moga', 'cepat', 'laksana', 'tatap', 'muka', 'menteri']",netral,"[0.8842665226172196, 0.6608414457090278, 0.7171134865243262, 0.33662928219935623, 0.5072583326721827, 0.534671333787912, 0.5306087715992643]"
1381,"['anak', 'kelas', 'sd', 'jumlah', 'pecah', 'buku', 'lembar', 'kerja', 'siswa', 'jelas', 'tahu', 'jumlah', 'nama', 'sebut', 'sama', 'sama', 'kpk', 'fpbnya', 'anak', 'iti', 'kpk', 'fpb', 'guru', 'metode', 'jawab', 'temu', 'tatap', 'muka', 'bener', 'orang', 'tua', 'isi', 'lksnya', 'orangtua', 'ajar']",negatif,"[0.10185794313133435, 0.21820864159177084, 0.20365013478609711, 0.22215507566402162, 0.12275880967250162, 0.2360873434347503, 0.27110609292890625, 0.21565431848411062, 0.17821058411729723, 0.16225427581481705, 0.224580060536679, 0.14970797346061537, 0.2328856351278088, 0.11462517271178042, 0.25230594775907683, 0.28003183498147466, 0.495189252665643, 0.1759242475636993, 0.15417962970014004, 0.2360873434347503, 0.14857045604779404, 0.21565431848411062, 0.14299623521137358]"
1382,"['pikir', 'beban', 'pulsa', 'orang', 'susah', 'bos']",negatif,"[0.8150971123650461, 0.9703568130325366, 0.47760488629908504, 0.7047011920495141, 1.0140841904437852, 0.8202257221428383]"
1383,"['cerdas', 'nadiem', 'semangat', 'moga', 'sehat']",positif,"[0.8585491346869312, 0.7101616657410559, 0.4852169792066967, 0.7687590906773507, 0.7267000089100786]"
1384,"['uanguanguangyg', 'main']",negatif,[4.803571297200647]
1385,"['maaf', 'om', 'dedy', 'kak', 'nadiem', 'ajar', 'tatap', 'muka', 'mudah', 'syarat', 'ramai', 'mall', 'pasar', 'malam', 'ramai', 'corona', 'ajar', 'tuntut', 'ilmu', 'tutup']",negatif,"[0.2680472187666693, 0.292309310084239, 0.30252804768639463, 0.28118777883859647, 0.24470634828280993, 0.32578240306950196, 0.286455329288964, 0.23246306958445442, 0.19698417560607284, 0.12768867873860437, 0.24346790105069446, 0.3319815102093116, 0.6780189564843624, 0.3684629407650982, 0.19548744216815003, 0.3319815102093116, 0.27873935696307583]"
1386,"['thinks', 'thats', 'good', 'move', 'agree', 'with', 'that', 'mana', 'sorot', 'anak', 'golden', 'seed', 'anak', 'sd', 'umur', 'psikologis', 'anak', 'berfikirberadaptasi', 'sendirimandiri', 'dsb', 'situ', 'titik', 'karakter', 'uji', 'im', 'so', 'proud', 'anak', 'smp', 'usaha', 'mampu', 'titik']",positif,"[0.28671130427167824, 0.4959287308903883, 0.24072944464992913, 0.29278091302733833, 0.2581381833888431, 0.2612742230018863, 0.22514104687143685, 0.2722361346753812, 0.19991391768602193, 0.28671130427167824, 0.2349188368540253, 0.2612742230018863, 0.30807510560102985, 0.6161502112020597, 0.2646427671906918, 0.2682810720849435, 0.21962464428033382, 0.28671130427167824]"
1387,"['jujur', 'kali', 'liat', 'pimpin', 'indonesia', 'malu', 'maaf', 'sadar', 'kurang', 'intropeksi', 'salut', 'banget', 'saat', 'pimpin', 'tebal', 'muka', 'beliau', 'kerja', 'hati']",positif,"[0.2693470494844399, 0.3137371503543927, 0.3255647753318007, 0.19758397262147223, 0.33391048737083334, 0.31820333560327674, 0.2535223059606516, 0.3255647753318007, 0.33695987263142285, 0.2905887885858368, 0.2339187085322115, 0.6318607156851941, 0.4025737554125902, 0.33391048737083334, 0.3137371503543927]"
1388,"['awas', 'bocil', 'make', 'kuota', 'youtube', 'tiktok']",negatif,"[1.1978389925716773, 1.4001591749073734, 0.8871693034150661, 1.2169010285325423, 1.1804367171737515]"
1389,"['sadar', 'didik', 'indonesia', 'lepas', 'jabat', 'memtri', 'solusi', 'msyrakat', 'covid', 'bayak', 'orng', 'derita', 'garagara', 'ajar', 'online', 'anak', 'orng', 'tua', 'bayak', 'menteri', 'meliha', 'survey', 'lapor', 'saj', 'manipulasi', 'coba', 'turun', 'pelosokpelosok', 'negeri', 'gimana', 'susah', 'cari', 'siyal', 'ajar', 'mampu', 'orng', 'tua', 'beli', 'anakanaknya', 'hptab', 'kasi']",negatif,"[0.16976323855222392, 0.09092026732990452, 0.24294926489962157, 0.15831680253101238, 0.16970844565508092, 0.149168907674287, 0.1277737781352072, 0.2333598624845622, 0.08878350445681255, 0.2333598624845622, 0.14850882009774768, 0.10537811873145185, 0.1750532006575869, 0.17363454684362706, 0.22592174410742188, 0.21025495646589734, 0.19160109686804994, 0.07854683251318312, 0.15194829463892207, 0.1250787082475707, 0.6777652323222657, 0.17808559326444445, 0.16849619084938508, 0.16404514442856766, 0.23832705868562262, 0.17808559326444445]"
1390,"['bener', 'banget', 'tugas', 'nonton', 'video']",netral,"[0.8619105583502077, 1.0182506739304855, 1.2169010285325423, 0.7182599380120033, 1.0109771450963105]"
1391,"['tolong', 'deh', 'orang tua', 'sibuk', 'ganggu', 'gugat', 'daring', 'sorry', 'to', 'say', 'anak', 'ngerjain', 'sempet', 'ngajarin', 'ngajarin', 'nguasai', 'ajar', 'smu', 'basicly', 'teknik', 'elektro', 'ngajarin', 'tolong', 'peran', 'guru', 'maksimal', 'suruh', 'nonton', 'sbo', 'pake', 'zoom', 'google', 'meet', 'ngajar', 'please', 'sekolah', 'tolong', 'nadiem', 'guru', 'sdsmu', 'zoom', 'ngajar']",negatif,"[0.07957651807135496, 0.08523775062178549, 0.13023695407752034, 0.20610408645089695, 0.18194190244360062, 0.19181064011328378, 0.18194190244360062, 0.07581515300104635, 0.4122081729017939, 0.5704223571246292, 0.18194190244360062, 0.19014078570820972, 0.08955091618107845, 0.18716234258932457, 0.19711402168677877, 0.211801635100708, 0.07985024244916375, 0.21877487107927707, 0.20610408645089695, 0.21877487107927707, 0.1774700010798296, 0.16411237561648773, 0.4381423283392921, 0.1117158087588856, 0.3549400021596592]"
1392,"['kah', 'indonesia', 'bagi', 'zona', 'peta', 'coba', 'lihat', 'peta', 'kah', 'zona', 'merah', 'tanda', 'gunung', 'rap', 'tandus', 'zona', 'kuning', 'kota', 'datar', 'rendah', 'zona', 'hijau', 'hutan', 'bukit', 'salah', 'zona', 'benar', 'gampang', 'cari', 'vaksin', 'korban', 'tinggal', 'virus', 'corona', 'jangkit', 'kah', 'ambil', 'darah', 'situ', 'vaksin', 'kerja', 'tenaga', 'medis', 'mikir', 'situ', 'takut', 'mati', 'mati', 'kali', 'korban', 'salah', 'hilang', 'nyawa', 'juta', 'nyawa', 'gitu', 'saran', 'nekad', 'dripada', 'gin', 'capek', 'bahas', 'polemik', 'covid', 'bla', 'bla']",negatif,"[0.10297247097505112, 0.11572908991899523, 0.1236793861564102, 0.1193040224051512, 0.09982849744416525, 0.08774641627899236, 0.10889954689412824, 0.0751610459618866, 0.13727050734386012, 0.09911540638199123, 0.1100882649689603, 0.11743519535016443, 0.10571290121770129, 0.15086162853131002, 0.061987128665559915, 0.1328951435926011, 0.3523055860504933, 0.09982849744416525, 0.0795364097131456, 0.2473587723128204, 0.10571290121770129, 0.12629764875689103, 0.10213796873154532, 0.2201765299379206, 0.12932021110644515, 0.10671865208804543, 0.30172325706262004, 0.30172325706262004, 0.11415962506265137, 0.16286210710037244, 0.11415962506265137, 0.2473587723128204, 0.10056850387520147, 0.11270652756944113, 0.10056850387520147, 0.2386080448103024, 0.11135372616773621, 0.5285645060885065]"
1393,"['sekolah', 'jalan', 'ajar', 'daring', 'perhati', 'sisi', 'orang', 'tua', 'murid', 'sekolah', 'kurang', 'tagih', 'biaya', 'bulan', 'guru', 'kurang', 'mateti', 'guru', 'perhati', 'hubung', 'emosional', 'anak', 'guru', 'sengaja', 'ajar', 'daring', 'dar', 'canda', 'tawa', 'murid', 'guru', 'sengaja', 'ganti', 'jenis', 'tugas', 'murid', 'sulit', 'kerja', 'rumah', 'bijak', 'sekolah', 'daring', 'pilih', 'baik', 'harga', 'bayar', 'harga', 'bayar', 'timbang', 'pandemi', 'guru', 'sekolah', 'tuntut', 'guru', 'daring', 'sulit', 'kaget', 'guru', 'pam', 'tugas', 'duli', 'murid', 'cermin', 'sikap', 'guru', 'moga', 'cepat', 'pulih']",negatif,"[0.08214350252526964, 0.04399367774027638, 0.06361998353494258, 0.1549539128129241, 0.07937668278801661, 0.06923783344249444, 0.10173626925769226, 0.0746111309671483, 0.09271020816195964, 0.2688762922890742, 0.10931697295520414, 0.1063763026843339, 0.08272570480056896, 0.3959961602338762, 0.1962743594407326, 0.0981371797203663, 0.06950891599598448, 0.10931697295520414, 0.10931697295520414, 0.06542511121565203, 0.1680334324293165, 0.057271102075891596, 0.2738035812429177, 0.04621982770636307, 0.0579241885493551, 0.17556939537065538, 0.07937668278801661, 0.06480068359983444, 0.16485211344343484, 0.21863394591040827, 0.10931697295520414, 0.09390549803540676, 0.1418743931965317, 0.11755609591917172, 0.0981371797203663, 0.057659772262650635, 0.1158483770987102, 0.10173626925769226]"
1394,"['bahas', 'didik', 'anak', 'fasilitas', 'bayang', 'anak', 'desa', 'pencil', 'smartphone', 'sinyal', 'nelpon', 'sulit']",negatif,"[0.4959287308903883, 0.5734226085433565, 0.5104092284924523, 0.5162763667776862, 0.24213683033676148, 0.5292855343813836, 0.6161502112020597, 0.5048978992364128, 0.5855618260546767, 0.39982783537204386]"
1395,"['nadiem', 'ush', 'diskus', 'mendikbud', 'negeri', 'coba', 'discuss', 'nu', 'muhammadiyah', 'cari', 'solusi', 'pakar', 'didik', 'negeri', 'musywarah', 'mufakkat', 'coba', 'conference', 'press', 'masyarakat', 'kampus', 'nyata', 'lapang', 'rumit', 'ekonomi', 'mikro', 'carut', 'marut', 'revolusi', 'mncerdaskan', 'hidup', 'bangsa', 'dipertimbngkn', 'trlebih', 'support', 'nadiem', 'terima', 'kasih', 'wasslm', 'wr', 'wb']",negatif,"[0.1810016236592586, 0.21213555706885115, 0.3729222691857175, 0.11097938057101567, 0.21213555706885115, 0.20505643053570957, 0.23950137108506242, 0.17683147955271766, 0.2091581002362618, 0.20253040462669147, 0.23141153715002252, 0.30368658112452696, 0.2021737413361236, 0.37987073659730514, 0.30368658112452696, 0.22902993657335802, 0.27480544860119593, 0.27480544860119593, 0.21062023856173134, 0.23141153715002252, 0.1917875250724373]"
1396,"['gw', 'tuju', 'nadiem', 'ajar', 'krisis', 'nadiem', 'jajar', 'lack', 'of', 'inovation', 'lack', 'of', 'mitigation', 'pdhal', 'ajar', 'adaptif', 'kurikulum', 'sesuai', 'metode', 'ajar', 'sesuai']",negatif,"[0.5092897156566718, 0.30536184972576247, 0.4667197249691244, 0.33020686874477406, 0.30996137449155925, 0.374300100894465, 0.32347798613779777, 0.7256868341987088, 0.6604137374895481, 0.27402827444271344]"
1397,"['mikir', 'genarasi', 'hancur', 'bayangin', 'dampak', 'gimana', 'didik', 'sd', 'smp', 'universitas', 'ujung', 'lapang', 'kerja', 'kualitas', 'kerja', 'turun', 'timpul', 'la', 'ekonomi', 'kulitas', 'kerja', 'turun', 'beberarti', 'otomatis', 'dapat', 'turun', 'lapang', 'kerja', 'turun', 'tindak', 'kriminal', 'curi', 'rampok', 'krisis', 'ekonomi', 'ngeri', 'kali', 'kayak', 'black', 'circle', 'jebak', 'lingkar', 'hitam', 'jalan', 'ambil']",netral,"[0.16411237561648773, 0.2012868777062951, 0.21877487107927707, 0.18194190244360062, 0.16847993631571143, 0.08323453542826176, 0.31820333560327674, 0.13922701884163846, 0.1934333018225168, 0.13467352474221994, 0.15910166780163837, 0.16150670033714237, 0.5070446119213032, 0.15478446972411283, 0.19711402168677877, 0.3137371503543927, 0.1700828517653224, 0.21877487107927707, 0.13744081840914008, 0.16150670033714237, 0.2012868777062951, 0.6678209747416667, 0.2012868777062951, 0.2012868777062951]"
1398,"['semangat', 'mas', 'menteri']",positif,"[1.0665681432720007, 0.7854683251318312, 1.2111666815167974]"
1399,"['sekolah', 'komitmen', 'hapus', 'pesantren']",netral,"[2.1470600288671475, 2.1984435888095675, 0.8517359194577466]"
1400,"['alhamdulillaah', 'upgrade']",positif,[]
1401,"['tuju', 'peran', 'orang', 'tua', 'kunci']",positif,"[1.3190661532857406, 0.5731258635589022, 1.2615297387953843, 0.714981176056868, 0.8220848233281404]"
1402,['paham'],netral,[4.673518168952449]
1403,"['seratserat', 'trust', 'manusia', 'jalin', 'zoom', 'makarim']",netral,"[1.5745095298423701, 1.7808559326444444, 1.8930133448515156]"
1404,"['nadiem', 'bingung', 'banget', 'pilih', 'efektif', 'didik', 'indonesia', 'semangat', 'nadiem']",positif,"[0.47883919908344863, 0.6760561269625234, 0.2959450148560418, 0.5468171480952255, 0.3512603957715062, 0.5391299768963296, 0.5468171480952255, 0.4037222271722658]"
1405,"['tuju', 'menteri', 'aman', 'anakanak', 'guru', 'timbang', 'matang', 'sekolah', 'tatap', 'muka', 'moga', 'covid', 'cepat', 'dunia', 'salam', 'sehat']",positif,"[0.33100298639365255, 0.35090634458856096, 0.2891181324976997, 0.2395758340035135, 0.2737348156515179, 0.19181064011328378, 0.43754974215855413, 0.14727531096221835, 0.22192552054407994, 0.2339187085322115, 0.3868666036450336, 0.24023721583667207, 0.1597004848983275, 0.23214133757467817, 0.38028157141641944, 0.25690150729004385]"
1406,"['menteri', 'materi', 'ajar', 'guna']",positif,"[0.6366121445708397, 1.5769121734942302, 1.1745526953857053, 0.5891012438488734]"
