,Nama,Komentar,Sentimen,Time,hasil_sentimen,hasil_komentar,tokenizing,normalisasi,stopword,stemmed,preprocessing
10,Muhammad Hawari Aflah,"YG PALING SEBEL SAMA EMAK EMAK YG SOK NGELINDUNGI ANAKNYA, NYATANYA GINI.\n\nANAK : MAK AKU SEKOLAH YAAA\nEMAK : JANGAN NAK BANYAK VIRUS\n\nANAK : MAK AKU PINGIN LIBURAN ATAU PEEGI KE MALL\nEMAK : OK AYOOO\n\nSAMA AJA ??????????",negatif,2020-07-06T06:21:43Z,negatif,"YG PALING SEBEL SAMA EMAK EMAK YG SOK NGELINDUNGI ANAKNYA, NYATANYA GINI.\n\nANAK : MAK AKU SEKOLAH YAAA\nEMAK : JANGAN NAK BANYAK VIRUS\n\nANAK : MAK AKU PINGIN LIBURAN ATAU PEEGI KE MALL\nEMAK : OK AYOOO\n\nSAMA AJA ??????????","['yg', 'paling', 'sebel', 'sama', 'emak', 'emak', 'yg', 'sok', 'ngelindungi', 'anaknya', 'nyatanya', 'gini', 'anak', 'mak', 'aku', 'sekolah', 'yaaa', 'emak', 'jangan', 'nak', 'banyak', 'virus', 'anak', 'mak', 'aku', 'pingin', 'liburan', 'atau', 'peegi', 'ke', 'mall', 'emak', 'ok', 'ayooo', 'sama', 'aja']","['yang', 'paling', 'sebel', 'sama', 'emak', 'emak', 'yang', 'sok', 'ngelindungi', 'anaknya', 'nyatanya', 'gini', 'anak', 'mak', 'aku', 'sekolah', 'ya', 'emak', 'jangan', 'nak', 'banyak', 'virus', 'anak', 'mak', 'aku', 'pingin', 'liburan', 'atau', 'peegi', 'ke', 'mall', 'emak', 'ok', 'ayooo', 'sama', 'aja']","['sebel', 'emak', 'emak', 'sok', 'ngelindungi', 'anaknya', 'gini', 'anak', 'mak', 'sekolah', 'emak', 'nak', 'virus', 'anak', 'mak', 'pingin', 'liburan', 'peegi', 'mall', 'emak', 'ok', 'ayooo']","['sebel', 'emak', 'emak', 'sok', 'ngelindungi', 'anak', 'gin', 'anak', 'mak', 'sekolah', 'emak', 'nak', 'virus', 'anak', 'mak', 'pingin', 'libur', 'peegi', 'mall', 'emak', 'ok', 'ayooo']",sebel emak emak sok ngelindungi anak gin anak mak sekolah emak nak virus anak mak pingin libur peegi mall emak ok ayooo
11,Bagus Setiawan,Yg lebih parah lagi adanya krisis kepercayaan antara rakyat dengan pemerintah,negatif,2020-06-21T07:43:36Z,negatif,Yg lebih parah lagi adanya krisis kepercayaan antara rakyat dengan pemerintah,"['yg', 'lebih', 'parah', 'lagi', 'adanya', 'krisis', 'kepercayaan', 'antara', 'rakyat', 'dengan', 'pemerintah']","['yang', 'lebih', 'parah', 'lagi', 'adanya', 'krisis', 'kepercayaan', 'antara', 'rakyat', 'dengan', 'pemerintah']","['parah', 'krisis', 'kepercayaan', 'rakyat', 'pemerintah']","['parah', 'krisis', 'percaya', 'rakyat', 'perintah']",parah krisis percaya rakyat perintah
12,alifia nudia,"Yg kurang dr pendidikan di Indonesia yaitu satu, siswa tidak dibuat jatuh hati di negaranya sendiri",negatif,2020-06-19T03:41:31Z,negatif,"Yg kurang dr pendidikan di Indonesia yaitu satu, siswa tidak dibuat jatuh hati di negaranya sendiri","['yg', 'kurang', 'dr', 'pendidikan', 'di', 'indonesia', 'yaitu', 'satu', 'siswa', 'tidak', 'dibuat', 'jatuh', 'hati', 'di', 'negaranya', 'sendiri']","['yang', 'kurang', 'dari', 'pendidikan', 'di', 'indonesia', 'yaitu', 'satu', 'siswa', 'tidak', 'dibuat', 'jatuh', 'hati', 'di', 'negaranya', 'sendiri']","['pendidikan', 'indonesia', 'siswa', 'jatuh', 'hati', 'negaranya']","['didik', 'indonesia', 'siswa', 'jatuh', 'hati', 'negara']",didik indonesia siswa jatuh hati negara
13,Pd Gjh,"yg kayak begini hrs didukung dng sepenuh hati .ini membuat murid lebih maju dalam belajar . ""mandiri""",positif,2020-06-18T19:22:28Z,positif,"yg kayak begini hrs didukung dng sepenuh hati .ini membuat murid lebih maju dalam belajar . ""mandiri""","['yg', 'kayak', 'begini', 'hrs', 'didukung', 'dng', 'sepenuh', 'hati', 'ini', 'membuat', 'murid', 'lebih', 'maju', 'dalam', 'belajar', 'mandiri']","['yang', 'kayak', 'begini', 'hrs', 'didukung', 'dng', 'sepenuh', 'hati', 'ini', 'membuat', 'murid', 'lebih', 'maju', 'dalam', 'belajar', 'mandiri']","['kayak', 'hrs', 'didukung', 'dng', 'sepenuh', 'hati', 'murid', 'maju', 'belajar', 'mandiri']","['kayak', 'hrs', 'dukung', 'dng', 'sepenuh', 'hati', 'murid', 'maju', 'ajar', 'mandiri']",kayak hrs dukung dng sepenuh hati murid maju ajar mandiri
14,Etrama Diraizel,yg kasihan yg tinggl di pelosok pak... gk ada sinyal buat skolah...,negatif,2020-06-17T00:21:53Z,negatif,yg kasihan yg tinggl di pelosok pak... gk ada sinyal buat skolah...,"['yg', 'kasihan', 'yg', 'tinggl', 'di', 'pelosok', 'pak', 'gk', 'ada', 'sinyal', 'buat', 'skolah']","['yang', 'kasihan', 'yang', 'tinggl', 'di', 'pelosok', 'pak', 'gak', 'ada', 'sinyal', 'buat', 'sekolah']","['kasihan', 'tinggl', 'pelosok', 'sinyal', 'sekolah']","['kasihan', 'tinggl', 'pelosok', 'sinyal', 'sekolah']",kasihan tinggl pelosok sinyal sekolah
15,gareng semar,"yg dulu negatif terhadap Nadim, otaknya sudah kebuka?? terutama orang2 yg ngaku pintar bergelar profesor",negatif,2020-06-15T17:02:52Z,negatif,"yg dulu negatif terhadap Nadim, otaknya sudah kebuka?? terutama orang2 yg ngaku pintar bergelar profesor","['yg', 'dulu', 'negatif', 'terhadap', 'nadim', 'otaknya', 'sudah', 'kebuka', 'terutama', 'orang', 'yg', 'ngaku', 'pintar', 'bergelar', 'profesor']","['yang', 'dulu', 'negatif', 'terhadap', 'nadiem', 'otaknya', 'sudah', 'kebuka', 'terutama', 'orang', 'yang', 'ngaku', 'pintar', 'bergelar', 'profesor']","['negatif', 'nadiem', 'otaknya', 'kebuka', 'orang', 'ngaku', 'pintar', 'bergelar', 'profesor']","['negatif', 'nadiem', 'otak', 'buka', 'orang', 'ngaku', 'pintar', 'gelar', 'profesor']",negatif nadiem otak buka orang ngaku pintar gelar profesor
16,Jhoni Toker,Yg dipikirkan pendidikan saja..tapi anda berbisnis dalam pendidikan...,negatif,2021-03-13T06:44:27Z,negatif,Yg dipikirkan pendidikan saja..tapi anda berbisnis dalam pendidikan...,"['yg', 'dipikirkan', 'pendidikan', 'sajatapi', 'anda', 'berbisnis', 'dalam', 'pendidikan']","['yang', 'dipikirkan', 'pendidikan', 'sajatapi', 'anda', 'berbisnis', 'dalam', 'pendidikan']","['dipikirkan', 'pendidikan', 'sajatapi', 'berbisnis', 'pendidikan']","['pikir', 'didik', 'sajatapi', 'bisnis', 'didik']",pikir didik sajatapi bisnis didik
17,King Aston,"Yg bilang alesan, fix otaknya pendek.",negatif,2021-03-09T17:35:35Z,negatif,"Yg bilang alesan, fix otaknya pendek.","['yg', 'bilang', 'alesan', 'fix', 'otaknya', 'pendek']","['yang', 'bilang', 'alesan', 'fix', 'otaknya', 'pendek']","['alesan', 'fix', 'otaknya', 'pendek']","['alesan', 'fix', 'otak', 'pendek']",alesan fix otak pendek
18,Wita Febriana,"yg bikin sebel itu sekolah tetap bayar, anak belajar dirumah diajarin orang tua yg notabene gak punya skill sbg guru, dan guru dari sekolah pengawasan hanya lewat video dan vidcall itupun tidak setiap hari...di vidcall hanya sebulan sekali. dan paling kesel lagi saat ngajarin anak, fokus kita pecah antara ngajarin sama liatin hp buat bikin recording",negatif,2021-03-05T02:56:37Z,negatif,"yg bikin sebel itu sekolah tetap bayar, anak belajar dirumah diajarin orang tua yg notabene gak punya skill sbg guru, dan guru dari sekolah pengawasan hanya lewat video dan vidcall itupun tidak setiap hari...di vidcall hanya sebulan sekali. dan paling kesel lagi saat ngajarin anak, fokus kita pecah antara ngajarin sama liatin hp buat bikin recording","['yg', 'bikin', 'sebel', 'itu', 'sekolah', 'tetap', 'bayar', 'anak', 'belajar', 'dirumah', 'diajarin', 'orang', 'tua', 'yg', 'notabene', 'gak', 'punya', 'skill', 'sbg', 'guru', 'dan', 'guru', 'dari', 'sekolah', 'pengawasan', 'hanya', 'lewat', 'video', 'dan', 'vidcall', 'itupun', 'tidak', 'setiap', 'haridi', 'vidcall', 'hanya', 'sebulan', 'sekali', 'dan', 'paling', 'kesel', 'lagi', 'saat', 'ngajarin', 'anak', 'fokus', 'kita', 'pecah', 'antara', 'ngajarin', 'sama', 'liatin', 'hp', 'buat', 'bikin', 'recording']","['yang', 'bikin', 'sebel', 'itu', 'sekolah', 'tetap', 'bayar', 'anak', 'belajar', 'dirumah', 'diajarin', 'orang', 'tua', 'yang', 'notabene', 'tidak', 'punya', 'skill', 'sebagai', 'guru', 'dan', 'guru', 'dari', 'sekolah', 'pengawasan', 'hanya', 'lewat', 'video', 'dan', 'vidcall', 'itupun', 'tidak', 'setiap', 'haridi', 'vidcall', 'hanya', 'sebulan', 'sekali', 'dan', 'paling', 'kesel', 'lagi', 'saat', 'ngajarin', 'anak', 'fokus', 'kita', 'pecah', 'antara', 'ngajarin', 'sama', 'liatin', 'hp', 'buat', 'bikin', 'recording']","['sebel', 'sekolah', 'bayar', 'anak', 'belajar', 'dirumah', 'diajarin', 'orang', 'tua', 'notabene', 'skill', 'guru', 'guru', 'sekolah', 'pengawasan', 'video', 'vidcall', 'itupun', 'haridi', 'vidcall', 'sebulan', 'kesel', 'ngajarin', 'anak', 'fokus', 'pecah', 'ngajarin', 'liatin', 'hp', 'recording']","['sebel', 'sekolah', 'bayar', 'anak', 'ajar', 'rumah', 'diajarin', 'orang', 'tua', 'notabene', 'skill', 'guru', 'guru', 'sekolah', 'awas', 'video', 'vidcall', 'itu', 'haridi', 'vidcall', 'bulan', 'kesel', 'ngajarin', 'anak', 'fokus', 'pecah', 'ngajarin', 'liatin', 'hp', 'recording']",sebel sekolah bayar anak ajar rumah diajarin orang tua notabene skill guru guru sekolah awas video vidcall itu haridi vidcall bulan kesel ngajarin anak fokus pecah ngajarin liatin hp recording
19,Sigit Purwanto,"Yg bikin rusak negara sebenernya cman 1 politik, dngan adanya politik masyarakan jdi trpecah belah",netral,2021-03-05T02:54:07Z,netral,"Yg bikin rusak negara sebenernya cman 1 politik, dngan adanya politik masyarakan jdi trpecah belah","['yg', 'bikin', 'rusak', 'negara', 'sebenernya', 'cman', 'politik', 'dngan', 'adanya', 'politik', 'masyarakan', 'jdi', 'trpecah', 'belah']","['yang', 'bikin', 'rusak', 'negara', 'sebenernya', 'cman', 'politik', 'dngan', 'adanya', 'politik', 'masyarakan', 'jadi', 'trpecah', 'belah']","['rusak', 'negara', 'sebenernya', 'cman', 'politik', 'dngan', 'politik', 'masyarakan', 'trpecah', 'belah']","['rusak', 'negara', 'sebenernya', 'cman', 'politik', 'dngan', 'politik', 'masyarakan', 'trpecah', 'belah']",rusak negara sebenernya cman politik dngan politik masyarakan trpecah belah
20,KangOjolid,"yess, setuju!! sekolah itu tempat anak belajar bersosial, apalagi anak kecil. bersosial bagi anak2 kecil itu sangat penting",positif,2021-02-23T15:22:29Z,positif,"yess, setuju!! sekolah itu tempat anak belajar bersosial, apalagi anak kecil. bersosial bagi anak2 kecil itu sangat penting","['yess', 'setuju', 'sekolah', 'itu', 'tempat', 'anak', 'belajar', 'bersosial', 'apalagi', 'anak', 'kecil', 'bersosial', 'bagi', 'anak', 'kecil', 'itu', 'sangat', 'penting']","['yess', 'setuju', 'sekolah', 'itu', 'tempat', 'anak', 'belajar', 'bersosial', 'apalagi', 'anak', 'kecil', 'bersosial', 'bagi', 'anak', 'kecil', 'itu', 'sangat', 'penting']","['yess', 'setuju', 'sekolah', 'anak', 'belajar', 'bersosial', 'anak', 'bersosial', 'anak']","['yess', 'tuju', 'sekolah', 'anak', 'ajar', 'sosial', 'anak', 'sosial', 'anak']",yess tuju sekolah anak ajar sosial anak sosial anak
21,C. Dewi Karinawati,"Yes P Nadiem, u r right P Nadiem, usul sj buat pembelajaran membimbing buat ortu dng video dari contoh anak tatap muka yng real jangan hanya arahan tertulis, agar lbh mengena dan tepat sasaran",positif,2021-02-06T02:20:33Z,positif,"Yes P Nadiem, u r right P Nadiem, usul sj buat pembelajaran membimbing buat ortu dng video dari contoh anak tatap muka yng real jangan hanya arahan tertulis, agar lbh mengena dan tepat sasaran","['yes', 'nadiem', 'right', 'nadiem', 'usul', 'sj', 'buat', 'pembelajaran', 'membimbing', 'buat', 'ortu', 'dng', 'video', 'dari', 'contoh', 'anak', 'tatap', 'muka', 'yng', 'real', 'jangan', 'hanya', 'arahan', 'tertulis', 'agar', 'lbh', 'mengena', 'dan', 'tepat', 'sasaran']","['yes', 'nadiem', 'right', 'nadiem', 'usul', 'sj', 'buat', 'pembelajaran', 'membimbing', 'buat', 'orang tua', 'dng', 'video', 'dari', 'contoh', 'anak', 'tatap', 'muka', 'yng', 'real', 'jangan', 'hanya', 'arahan', 'tertulis', 'agar', 'lebih', 'mengena', 'dan', 'tepat', 'sasaran']","['yes', 'nadiem', 'right', 'nadiem', 'usul', 'sj', 'pembelajaran', 'membimbing', 'orang tua', 'dng', 'video', 'contoh', 'anak', 'tatap', 'muka', 'yng', 'real', 'arahan', 'tertulis', 'mengena', 'sasaran']","['yes', 'nadiem', 'right', 'nadiem', 'usul', 'sj', 'ajar', 'bimbing', 'orang tua', 'dng', 'video', 'contoh', 'anak', 'tatap', 'muka', 'yng', 'real', 'arah', 'tulis', 'kena', 'sasar']",yes nadiem right nadiem usul sj ajar bimbing orang tua dng video contoh anak tatap muka yng real arah tulis kena sasar
22,nadonado,Yawda si murahkan atau subsidi aja KUOTA dulu. Buibu mulai pada bokek ni,negatif,2021-02-05T06:40:58Z,negatif,Yawda si murahkan atau subsidi aja KUOTA dulu. Buibu mulai pada bokek ni,"['yawda', 'si', 'murahkan', 'atau', 'subsidi', 'aja', 'kuota', 'dulu', 'buibu', 'mulai', 'pada', 'bokek', 'ni']","['yawda', 'sih', 'murahkan', 'atau', 'subsidi', 'aja', 'kuota', 'dulu', 'buibu', 'mulai', 'pada', 'bokek', 'ini']","['yawda', 'murahkan', 'subsidi', 'kuota', 'buibu', 'bokek']","['yawda', 'murah', 'subsidi', 'kuota', 'buibu', 'bokek']",yawda murah subsidi kuota buibu bokek
23,Valerie Amalinda,"Yasshhh, gagasan Pa Nadiem bgs bgt, apalagi soal peran orang tua dengan sejumlah plus minus nya, tapi terkadang banyak orang tua yg "" memanipulasi "" hal itu, contohnya kyk bikin nasgor td, ttp ortunya yg bikin dan si anak cuma disuruh menulis resep ortunya tanpa turun tangan langsung atau bahkan tidak ada praktik sm sekali dari kedua belah pihak , dan ini yang menjadi permasalahannya",positif,2021-02-01T05:47:08Z,positif,"Yasshhh, gagasan Pa Nadiem bgs bgt, apalagi soal peran orang tua dengan sejumlah plus minus nya, tapi terkadang banyak orang tua yg "" memanipulasi "" hal itu, contohnya kyk bikin nasgor td, ttp ortunya yg bikin dan si anak cuma disuruh menulis resep ortunya tanpa turun tangan langsung atau bahkan tidak ada praktik sm sekali dari kedua belah pihak , dan ini yang menjadi permasalahannya","['yasshhh', 'gagasan', 'pa', 'nadiem', 'bgs', 'bgt', 'apalagi', 'soal', 'peran', 'orang', 'tua', 'dengan', 'sejumlah', 'plus', 'minus', 'nya', 'tapi', 'terkadang', 'banyak', 'orang', 'tua', 'yg', 'memanipulasi', 'hal', 'itu', 'contohnya', 'kyk', 'bikin', 'nasgor', 'td', 'ttp', 'ortunya', 'yg', 'bikin', 'dan', 'si', 'anak', 'cuma', 'disuruh', 'menulis', 'resep', 'ortunya', 'tanpa', 'turun', 'tangan', 'langsung', 'atau', 'bahkan', 'tidak', 'ada', 'praktik', 'sm', 'sekali', 'dari', 'kedua', 'belah', 'pihak', 'dan', 'ini', 'yang', 'menjadi', 'permasalahannya']","['yasshhh', 'gagasan', 'pak', 'nadiem', 'bgs', 'bgt', 'apalagi', 'soal', 'peran', 'orang', 'tua', 'dengan', 'sejumlah', 'plus', 'minus', 'nya', 'tapi', 'terkadang', 'banyak', 'orang', 'tua', 'yang', 'memanipulasi', 'hal', 'itu', 'contohnya', 'seperti', 'bikin', 'nasgor', 'td', 'tetap', 'ortunya', 'yang', 'bikin', 'dan', 'sih', 'anak', 'cuma', 'disuruh', 'menulis', 'resep', 'ortunya', 'tanpa', 'turun', 'tangan', 'langsung', 'atau', 'bahkan', 'tidak', 'ada', 'praktik', 'sama', 'sekali', 'dari', 'kedua', 'belah', 'pihak', 'dan', 'ini', 'yang', 'menjadi', 'permasalahannya']","['yasshhh', 'gagasan', 'nadiem', 'bgs', 'bgt', 'peran', 'orang', 'tua', 'plus', 'minus', 'terkadang', 'orang', 'tua', 'memanipulasi', 'contohnya', 'nasgor', 'td', 'ortunya', 'anak', 'disuruh', 'menulis', 'resep', 'ortunya', 'turun', 'tangan', 'langsung', 'praktik', 'belah', 'permasalahannya']","['yasshhh', 'gagas', 'nadiem', 'bgs', 'bgt', 'peran', 'orang', 'tua', 'plus', 'minus', 'terkadang', 'orang', 'tua', 'manipulasi', 'contoh', 'nasgor', 'td', 'ortunya', 'anak', 'suruh', 'tulis', 'resep', 'ortunya', 'turun', 'tangan', 'langsung', 'praktik', 'belah', 'masalah']",yasshhh gagas nadiem bgs bgt peran orang tua plus minus terkadang orang tua manipulasi contoh nasgor td ortunya anak suruh tulis resep ortunya turun tangan langsung praktik belah masalah
24,NV Chanel,"Yang perlu dipertimbnagkan untuk guru honorer atau guru di sekolah swasta adalah masalah gaji yang rendah bahkan dibawah UMR\r\nKok bias gaji guru dibawah UMR ?\r\nPerhitungan sederhana nya seperti ini\r\nSeorang guru mengajar dengan jumlah jam 24 jam per minggu dengan honor Rp 30.000,- per jam nya.\r\nBerapakah gaji yang diterima guru honor tersebut ?\r\nRp 30.000,- x 24 = Rp 720.000,-\r\nMaka guru honor tersebut menerima gaji sebesar Rp 720.000,- per bulan\r\nYang jadi pertanyaannya gaji Rp 720.000,- itu jumlah jam per minggu sementara satu bulan ada 4 minggu. Kemanakah hitungan jam selama 3 minggu dalam 1 bulan guru honor tersebut ?\r\nInilah yang harus di bereskan oleh pak menteri",netral,2021-01-25T06:19:01Z,netral,"Yang perlu dipertimbnagkan untuk guru honorer atau guru di sekolah swasta adalah masalah gaji yang rendah bahkan dibawah UMR\r\nKok bias gaji guru dibawah UMR ?\r\nPerhitungan sederhana nya seperti ini\r\nSeorang guru mengajar dengan jumlah jam 24 jam per minggu dengan honor Rp 30.000,- per jam nya.\r\nBerapakah gaji yang diterima guru honor tersebut ?\r\nRp 30.000,- x 24 = Rp 720.000,-\r\nMaka guru honor tersebut menerima gaji sebesar Rp 720.000,- per bulan\r\nYang jadi pertanyaannya gaji Rp 720.000,- itu jumlah jam per minggu sementara satu bulan ada 4 minggu. Kemanakah hitungan jam selama 3 minggu dalam 1 bulan guru honor tersebut ?\r\nInilah yang harus di bereskan oleh pak menteri","['yang', 'perlu', 'dipertimbnagkan', 'untuk', 'guru', 'honorer', 'atau', 'guru', 'di', 'sekolah', 'swasta', 'adalah', 'masalah', 'gaji', 'yang', 'rendah', 'bahkan', 'dibawah', 'umrr', 'kok', 'bias', 'gaji', 'guru', 'dibawah', 'umr', 'perhitungan', 'sederhana', 'nya', 'seperti', 'inir', 'seorang', 'guru', 'mengajar', 'dengan', 'jumlah', 'jam', 'jam', 'per', 'minggu', 'dengan', 'honor', 'rp', 'per', 'jam', 'nyar', 'berapakah', 'gaji', 'yang', 'diterima', 'guru', 'honor', 'tersebut', 'rp', 'rp', 'maka', 'guru', 'honor', 'tersebut', 'menerima', 'gaji', 'sebesar', 'rp', 'per', 'bulanr', 'yang', 'jadi', 'pertanyaannya', 'gaji', 'rp', 'itu', 'jumlah', 'jam', 'per', 'minggu', 'sementara', 'satu', 'bulan', 'ada', 'minggu', 'kemanakah', 'hitungan', 'jam', 'selama', 'minggu', 'dalam', 'bulan', 'guru', 'honor', 'tersebut', 'inilah', 'yang', 'harus', 'di', 'bereskan', 'oleh', 'pak', 'menteri']","['yang', 'perlu', 'dipertimbangkan', 'untuk', 'guru', 'honorer', 'atau', 'guru', 'di', 'sekolah', 'swasta', 'adalah', 'masalah', 'gaji', 'yang', 'rendah', 'bahkan', 'dibawah', 'umrr', 'kok', 'bias', 'gaji', 'guru', 'dibawah', 'umr', 'perhitungan', 'sederhana', 'nya', 'seperti', 'inir', 'seorang', 'guru', 'mengajar', 'dengan', 'jumlah', 'jam', 'jam', 'per', 'minggu', 'dengan', 'honor', 'rp', 'per', 'jam', 'nyar', 'berapakah', 'gaji', 'yang', 'diterima', 'guru', 'honor', 'tersebut', 'rp', 'rp', 'maka', 'guru', 'honor', 'tersebut', 'menerima', 'gaji', 'sebesar', 'rp', 'per', 'bulanr', 'yang', 'jadi', 'pertanyaannya', 'gaji', 'rp', 'itu', 'jumlah', 'jam', 'per', 'minggu', 'sementara', 'satu', 'bulan', 'ada', 'minggu', 'kemanakah', 'hitungan', 'jam', 'selama', 'minggu', 'dalam', 'bulan', 'guru', 'honor', 'tersebut', 'inilah', 'yang', 'harus', 'di', 'bereskan', 'oleh', 'pak', 'menteri']","['dipertimbangkan', 'guru', 'honorer', 'guru', 'sekolah', 'swasta', 'gaji', 'rendah', 'dibawah', 'umrr', 'bias', 'gaji', 'guru', 'dibawah', 'umr', 'perhitungan', 'sederhana', 'inir', 'guru', 'mengajar', 'jam', 'jam', 'minggu', 'honor', 'rp', 'jam', 'nyar', 'gaji', 'diterima', 'guru', 'honor', 'rp', 'rp', 'guru', 'honor', 'menerima', 'gaji', 'rp', 'bulanr', 'pertanyaannya', 'gaji', 'rp', 'jam', 'minggu', 'minggu', 'kemanakah', 'hitungan', 'jam', 'minggu', 'guru', 'honor', 'bereskan', 'menteri']","['timbang', 'guru', 'honorer', 'guru', 'sekolah', 'swasta', 'gaji', 'rendah', 'bawah', 'umrr', 'bias', 'gaji', 'guru', 'bawah', 'umr', 'hitung', 'sederhana', 'inir', 'guru', 'ajar', 'jam', 'jam', 'minggu', 'honor', 'rp', 'jam', 'nyar', 'gaji', 'terima', 'guru', 'honor', 'rp', 'rp', 'guru', 'honor', 'terima', 'gaji', 'rp', 'bulanr', 'tanya', 'gaji', 'rp', 'jam', 'minggu', 'minggu', 'mana', 'hitung', 'jam', 'minggu', 'guru', 'honor', 'beres', 'menteri']",timbang guru honorer guru sekolah swasta gaji rendah bawah umrr bias gaji guru bawah umr hitung sederhana inir guru ajar jam jam minggu honor rp jam nyar gaji terima guru honor rp rp guru honor terima gaji rp bulanr tanya gaji rp jam minggu minggu mana hitung jam minggu guru honor beres menteri
25,Kalam Salaf,"Yang paling penting dalam pendidikan kita adalah membentuk moral siswa. Akhlaqnya, dan attitudenya. Dan itu ditemukan pada pondok Pesantren",netral,2021-01-21T07:52:54Z,netral,"Yang paling penting dalam pendidikan kita adalah membentuk moral siswa. Akhlaqnya, dan attitudenya. Dan itu ditemukan pada pondok Pesantren","['yang', 'paling', 'penting', 'dalam', 'pendidikan', 'kita', 'adalah', 'membentuk', 'moral', 'siswa', 'akhlaqnya', 'dan', 'attitudenya', 'dan', 'itu', 'ditemukan', 'pada', 'pondok', 'pesantren']","['yang', 'paling', 'penting', 'dalam', 'pendidikan', 'kita', 'adalah', 'membentuk', 'moral', 'siswa', 'akhlaqnya', 'dan', 'attitudenya', 'dan', 'itu', 'ditemukan', 'pada', 'pondok', 'pesantren']","['pendidikan', 'membentuk', 'moral', 'siswa', 'akhlaqnya', 'attitudenya', 'ditemukan', 'pondok', 'pesantren']","['didik', 'bentuk', 'moral', 'siswa', 'akhlaqnya', 'attitudenya', 'temu', 'pondok', 'pesantren']",didik bentuk moral siswa akhlaqnya attitudenya temu pondok pesantren
26,AISYAH HARIS,Yang LULUS tahun ini bukan lulus karna nilai..\nTapi lulus karna CORONA!!,negatif,2021-01-09T03:45:34Z,negatif,Yang LULUS tahun ini bukan lulus karna nilai..\nTapi lulus karna CORONA!!,"['yang', 'lulus', 'tahun', 'ini', 'bukan', 'lulus', 'karna', 'nilai', 'tapi', 'lulus', 'karna', 'corona']","['yang', 'lulus', 'tahun', 'ini', 'bukan', 'lulus', 'karena', 'nilai', 'tapi', 'lulus', 'karena', 'corona']","['lulus', 'lulus', 'nilai', 'lulus', 'corona']","['lulus', 'lulus', 'nilai', 'lulus', 'corona']",lulus lulus nilai lulus corona
27,chad muller,"yang harus diajarkan oleh anak2 di sekolah dari sanga dini adalah skill ""public speaking"" supaya confidence level sewaktu nanti di dunia pekerjaan tidak akan ada crisis communication",netral,2021-01-01T16:48:14Z,netral,"yang harus diajarkan oleh anak2 di sekolah dari sanga dini adalah skill ""public speaking"" supaya confidence level sewaktu nanti di dunia pekerjaan tidak akan ada crisis communication","['yang', 'harus', 'diajarkan', 'oleh', 'anak', 'di', 'sekolah', 'dari', 'sanga', 'dini', 'adalah', 'skill', 'public', 'speaking', 'supaya', 'confidence', 'level', 'sewaktu', 'nanti', 'di', 'dunia', 'pekerjaan', 'tidak', 'akan', 'ada', 'crisis', 'communication']","['yang', 'harus', 'diajarkan', 'oleh', 'anak', 'di', 'sekolah', 'dari', 'sangat', 'dini', 'adalah', 'skill', 'public', 'speaking', 'supaya', 'confidence', 'level', 'sewaktu', 'nanti', 'di', 'dunia', 'pekerjaan', 'tidak', 'akan', 'ada', 'crisis', 'communication']","['diajarkan', 'anak', 'sekolah', 'skill', 'public', 'speaking', 'confidence', 'level', 'dunia', 'pekerjaan', 'crisis', 'communication']","['ajar', 'anak', 'sekolah', 'skill', 'public', 'speaking', 'confidence', 'level', 'dunia', 'kerja', 'crisis', 'communication']",ajar anak sekolah skill public speaking confidence level dunia kerja crisis communication
28,Lusiya Maretha Dasika,"Yang gblk tu gurunya bukan pak Nadiem, yang ngasih tugas banyak itu guru bukan pak Nadiem, kok yang disalahin malah pak nadiem, sekolah online kan memang harus, tapi kalau mau mati ya silahkan datang kesekolah",negatif,2020-12-16T07:35:23Z,negatif,"Yang gblk tu gurunya bukan pak Nadiem, yang ngasih tugas banyak itu guru bukan pak Nadiem, kok yang disalahin malah pak nadiem, sekolah online kan memang harus, tapi kalau mau mati ya silahkan datang kesekolah","['yang', 'gblk', 'tu', 'gurunya', 'bukan', 'pak', 'nadiem', 'yang', 'ngasih', 'tugas', 'banyak', 'itu', 'guru', 'bukan', 'pak', 'nadiem', 'kok', 'yang', 'disalahin', 'malah', 'pak', 'nadiem', 'sekolah', 'online', 'kan', 'memang', 'harus', 'tapi', 'kalau', 'mau', 'mati', 'ya', 'silahkan', 'datang', 'kesekolah']","['yang', 'goblok', 'itu', 'gurunya', 'bukan', 'pak', 'nadiem', 'yang', 'ngasih', 'tugas', 'banyak', 'itu', 'guru', 'bukan', 'pak', 'nadiem', 'kok', 'yang', 'disalahin', 'malah', 'pak', 'nadiem', 'sekolah', 'online', 'kan', 'memang', 'harus', 'tapi', 'kalau', 'mau', 'mati', 'ya', 'silahkan', 'datang', 'kesekolah']","['goblok', 'gurunya', 'nadiem', 'ngasih', 'tugas', 'guru', 'nadiem', 'disalahin', 'nadiem', 'sekolah', 'online', 'mati', 'silahkan', 'kesekolah']","['goblok', 'guru', 'nadiem', 'ngasih', 'tugas', 'guru', 'nadiem', 'disalahin', 'nadiem', 'sekolah', 'online', 'mati', 'silah', 'seko']",goblok guru nadiem ngasih tugas guru nadiem disalahin nadiem sekolah online mati silah seko
