widya wati;"Berikanlah para Pejabat Kita Yang membuat kebijakan apapun diteguhkan hatinya, diluruskan niatnya, dilancarkan urusannya. Tak gampang menjadi pemimpin. Mari Kita sebagai warga negara Yang baik mensupport dan memonitor pemerintah. Jangan hanya mengkritik saja. Indonesia itu negara besar Dan majemuk, tidak mudah meregulasi negara besar ini. Prosesnya pasti rumit Dan butuh waktu. Mari Kita dukung pemerintah Kita. ?????? ""jangan Tanya apa Yang kau dapatkan Dari Indonesia, tanyakan apa Yang sudah kau berikan untuk negara Kita?"".";;;2020-08-19T04:13:09Z
Martin Luther;Berharap yang terbaik\nTapi mempersiapkan yang terburuk;;;2020-08-19T04:10:07Z
Hazman Hatadi;Berbobot banget pembicaraannya;;;2020-08-19T04:09:54Z
mr mr gogom;Berbobot;;;2020-08-19T04:05:39Z
Ryan Hadi Perdana;berat sih belajar dari pagi sampe sore, depan laptop pula..;;;2020-08-19T04:04:21Z
Hanz Caster;Berat kali ini, krn lbh sebagai orang tua ??;;;2020-08-19T04:02:09Z
Andika Tio;berarti disini bisa saya simpulkan SMP,SMA ke atas dikorbankan, karna pada dasarnya mereka sudah bisa berpikir mana yang baik dan mana yang tidak baik, dan pada saat dikorbankan seperti ini akan memilah mana anak yang emas dan mana anak perunggu, contoh sedikit yang sedang rame sekarang, situs Brainly situs instan kunci jawaban yang katanya di blokir, banyak yang mengeluh, dan keluhan mereka itu bisa di katakan generasi Perunggu titik.;;;2020-08-19T04:01:58Z
pury sagina;Berani dong tuk buka sekolahan n tatap muka, masa sama COVID takut...gkkn cpt matilah, PENDIDIKN itu hak semua warga negara, kesehatan BS dijaga n pnyakit BS dicegah, jgn lari,hadapi,ok protokol kesehatan, anak TK aja berani n pintar tau ttg mncegah pnyakit,walau sekolahnya hrs ngumpet2 kyk jmn penjajahan....;;;2020-08-19T04:00:29Z
Bogi Ismayo;Bener2 orang yg smart;;;2020-08-19T03:55:12Z
Allan Anggita Maulana;bener pak nadem . fun fake . ipk gw sebelum covid Alhamdulillah 3+ terus gak pernah remed. tapi smester ini percya gak percaya ipk -2. 1,53. gara2 yaaa taulah kenapa pastinya;;;2020-08-19T03:53:09Z
Nur Sofia;"Bener mas Dedi....saya juga pengin anak"" saya sekolah lagi.....HUDUP SEKOLAH LAGI KAYAK DULU????";;;2020-08-19T03:50:53Z
Ardita Mario;"Bener kata om deddy, untuk anak"" di bagi saja untuk masuk ke sekolah per kelas 10 siswa siswi, jd nggak terlalu sangat beresiko tinggi dgn keadaan sekarang gini, kita harus prioritaskan anak"" penerus bangsa karna merekalah yg akan meneruskan apa yg saat ini di lakukan atau di kerjakan pemerintahan";;;2020-08-19T03:50:04Z
Syarifah Aluyah;Bener bngt pak saya sendiri sangat merasa kesepian apalagi saya harus belajar sambil membantu kk saya yg mnjadi single parents saya sendiri merasa sangat stress pak belum lagi pelajaran pelajaran yg harus saya tampung dan kadang bahkan sewaktu waktu saya harus meninggalkan tugas karna suatu problem itu cukup merugikan sekali untuk saya,dan nanti apabila masuk belum tentu materi yg diberi sebelumnya pada masa pjj ini akan dimengerti pak;;;2020-08-19T03:50:02Z
Zordan Bernad;bener banget.. soal modul schedule permingguan itu udh di lakukan di Sekolah SMA LENTERA HARAPAN CURUG. manteb Pak;;;2020-08-19T03:49:53Z
Diyah Retno Nugraheni;Bener banget harus bikin buat 2 materi. Buat daring sama persiapan tatap muka aslii ??;;;2020-08-19T03:49:34Z
Napit Susy;Benar sy salut dgn Menteri Pendidikan . Tetap semangat dan sehat selalu ya Pak Karim;;;2020-08-19T03:49:15Z
YANTO SUBIYANTO;Benahi dulu pengajarnya gaji honorer dengan layak. Turun ke lapangan jangan cuma perogram lihat beta sulitnya jadi guru.  Jauuuh dan bertolak belakang dengan yang bapak bicarakan.;;;2020-08-19T03:46:07Z
04. Ahmad Humaidi;Beliau menteri yang cerdas.;;;2020-08-19T03:44:49Z
Ridwan M;Beliau melihat semua masalah menjadi tantangan;;;2020-08-19T03:44:40Z
V G;Belejar......\nHmmmmm tugas kali ya;;;2020-08-19T03:43:57Z
DIY PROJECK;Belajar pake virtual biar serasa asli wkwkkw;;;2020-08-19T03:38:39Z
Dandy Fajar Fiandra;Belajar online.. \nTapi yang dikasih tugas.. \nItu belajar online atau tugas online??;;;2020-08-19T03:37:44Z
Rahma Gina Salsabila;Belajar mtk online tuh masuk kuping kanan terus mental lagi keluar gegara ngeliat otaknya kek rumah angker;;;2020-08-19T03:37:27Z
H F D CAR CHANNEL;Belajar ke negeri seberang pak mentri, mrk buat kurikulum berdasarkan kebutuhan perusahaan, dan begitu lulus lgsg diterima ke perusahan tsb krn kurikulum dibuat berdasarkan kebutuhan kondisi real perusahaan bukan kebijakan satu arah;;;2020-08-19T03:36:21Z
Rievo Nobi Loven;Belajar kaga mabar iya;;;2020-08-19T03:34:55Z
Silmi Azri Nafisah;Belajar itu dgn fun. Gimana akan bisa kondusif, ortu yg bermasalah pun bs jd peluang utk jd guru krn tuntutan online school. APA jadinya output ank2 generasi mendtg? Please ,Cari Kan solusi buat kpntingan siswa jgn kpntingan segelintir orang.;;;2020-08-19T03:32:47Z
TBOC- Official;Belajar dari eyang alm BJ Habibi . Orang pintar itu blom tentu bisa jadi guru oleh karenanya beliau menolak mengajar.karna jika engkau bukan ahlinya engkau akan hancur dengan sendirinya .;;;2020-08-19T03:32:43Z
liawidiastin goesnaini;Bekajar di rumah bayar tetap kerjaan hilang ,piye to pk nadim,lho dapet gaji wali murid yg susah ,jgn buat hidup orang susah,kalau ngak mau susah;;;2020-08-19T03:31:30Z
Bakpaow The Legend;Beginilah pekerjaan yg gak di emban sama ahlinya;;;2020-08-19T03:30:43Z
BG GABS'S;Bege hamu akka ina2 zaman now\nini bencana dunia,bukan d ada2\nPositif nya yg saya ambil d tengah pandemi ini adalah,peran aktif Orang Tua membimbing dan mengajarkan anak nya utk lebih baik lagi d tengah pandemi ini,knp?\nkrn pada dasar nya membentuk karekter,ilmu seorang anak itu bukan hanya tugas Sekolah dan segala perangkat nya,tp harus ada peran andil minimal 70% peran orang tua untuk pengoptimalkan anak tsb utk jd lebih baik kedepannya,karena saya berpendapat cara tsb tidak work 100% dlm pembentukan karakter dan ilmu seorang anak (trkhusus pendapat pribadi saya krn saya mengalami)\njangan hanya mengeluh\ngk ada duit beli paket lah (padahal sosmed pribadi jln terus)\naplah tugas guru2 itu,uang SPP jln terus tp gk pernah sekolah,pemerintah juga udh buat kebijakan dgn memberikan beasiswa dan potongan2 dll\nyg blang capek lah ngurus rumah udh gto ngajar anak,maksd anda,anda ngantar anak kesekolah udh gto aja kelar tanggung jawab anda sebagai orang tua untuk mengajari ank anda??\nBu,Pemerintah juga tengah berupaya keras meminalisir penyebaran COVID tampa membebankan seutuhnya kepada masyarakat\nini bencana DUNIA\nMari kita bersama2 kita saling bahu membahu utk ttp bsa bertahan d masa pandemi ini tanpa mengurangi kualitas ilmu seorang anak..;;;2020-08-19T03:29:56Z
Wifa Izza;Beberapa sekolah ketika saya bicara dgn operator nya, semua satu suara bahwa dana bos yg di perbolehkan untuk kuota dan guru honorer TDK bs terealisasi karena oknum Pemdanya tetap memotong anggaran bos itu untuk kepentingan pribadi, walaupun dana bos langsung di transfer ke sekolah, tetap saja pada saat oknum Pemdanya bermain korup.., dan pihak sekolah TDK bs mencegah itu untuk tetap bs lancarnya kegiatan sekolah di daerahnya.;;;2020-08-19T03:29:41Z
toys Muzka;Beberaka kali um dedy bilang sekolah anaknya mahal dan dapat potongan disc.hanya 1%,kirain gw doang sebagai orang tua yg mengeluhkan mahalnya biaya sekolah saat covid ini. Salaman deh sebagai orang tua, kita SAMAAAN.... ??, ehh... tapi potongan disc.dimall gede ga um dedy? Masih gontai nie gw bayar sewa kemall.... ??;;;2020-08-19T03:29:04Z
Ninks;Beban sebagai guru..klo tidak ada tatap muka..bagaimana kita membiasakan pembiasaan2 yang baik kpd anak didik..??\nMudah2an krisis segera berlalu...??????;;;2020-08-19T03:25:56Z
Ester DNA;Beban kepemimpinan,  ini yg jadi poin penting. Andai saja setiap insan mampu mempin dirinya dengan baik dan benar. Hal itu pasti akan berdampak luas. Setiap org yg mampun memimpin dirinya dgn jujur dan konsisten akan berpengaruh dan berdamapak baik bagi keluarga, masyarakat, bahkan bagi negara.;;;2020-08-19T03:22:19Z
WAB Official;Be like;;;2020-08-19T03:19:46Z
Rika Official;Bayar kuliah lanjut trus\nBelajar hanya daring\nSeharusnya SPP nya turun 50%\nUntuk pelajar di Indonesia;;;2020-08-19T03:19:29Z
Dian Dwi Renata;Bayangin siswa kelas 3 SD sudah Sampek bilang males sekolah;;;2020-08-19T03:19:07Z
Gurahmobil Jogja;bayangin gurunya gimana, udah ngajar anak sekolah terus gurunya ngajarin online, hmmmmmmmmmmmmmmmmmmmmmmmmmm bisa ampe malm kan;;;2020-08-19T03:16:59Z
Rudy Vb009;Basic nya pengusaha transportasi online pas jd menteri pendidikan sekolah pun jd online...semoga langkah cerdas anda menghapus UN bersinergi dgn kebijakan school from home dan tdk membuat bodoh satu generasi seperti judul podcast nya om deddy ini...anak saya ada di generasi ini pak menteri...sehat selalu utk anda...;;;2020-08-19T03:16:09Z
CIDGame;Baru di krisis ini gw ngelihat cara mengajar guru matematika anak gw, waktu itu bahas perkalihan pecahan. Dan itu cara penyampaian itu yang gw terima mulai dari SD sampai SMA. \ncoex.. makanya gw ga bisa nyerap pelajaran eksak dari dulu. Gw harus googling, youtube untuk menyampaikan maksud dan inti dari pembelajaran itu, karena ternyata anak gw juga ga ngerti apa yg di ajar guru MTK via WA itu.;;;2020-08-19T03:13:31Z
Dedi Susilo;Barangkali pak menteri belum tau,\nSaya masih bisa beli quota untuk adik saya, orang2 di daerah saya juga tidak masalah, soal quota internet,\nTapi kalau jaringan kami tidak bisa berbuat banyak, daerah kami yg pegunungan, telkomsel yg paling bagus saja di sini masih sulit, \nKalau program sekolah daring masih akan terus berlangsung, coba di pikirkan juga bagaimana agar jaringan di daerah² pelosok lebih lancar, \nTerimakasih..;;;2020-08-19T03:11:29Z
Ang Suleiman;Bapak adalah menteri pendidikan terbaik di negara kita tercinta ini, saya setahun lebih tua dari presiden terbaik kita Jokowi, tak heran beliau mengangkat bapak sebagai mendikbud teruskan perjuanganmu walaupun itu pahit. Terima kasih;;;2020-08-19T03:10:16Z
I'm Rizy;"banyak yg gk sadar kl anak SMA yang viral karena kalimat ""kalau belajar hanya untuk pintar, google lebih pintar"" sebenarnya lebih menyerang guru dr pd menteri pendidikan itu sendiri. tp beritanya ""bocah SMA mengkritik menteri"", menurut gw dia lebih nyinggung dan mengkritik guru2 skrg yang dalam PJJ cuman nyuruh baca terus kasih tugas. damn haha";;;2020-08-19T03:10:11Z
Egi G Arifin;Banyak yg bilang Mas Nadiem apes karena jadi mentri pendidikan di saat pandemi kayak gini. Tapi menurut gw,,justru Indonesia yg beruntung punya mentri pendidikan Mas Nadiem di saat pandemi kayak gini;;;2020-08-19T03:09:52Z
Yudi Putra;Banyak orang yg membicarakan pendidikan, akan tetapi kebanyakan kurang mengerti tujuan pendidikan....sudut pandang setiap orang slalu berbeda ...\n??;;;2020-08-19T03:09:22Z
Tasya Zerr;Banyak orang ga suka pak Nadiem disituasi pendidikan ditengah pandemi ini. Tapi pernah mikir ga sih klo menteri pendidikan bukan Nadiem, akan jadi kaya apa situasi sekarang?;;;2020-08-19T03:06:08Z
Syahputra 26;Bangun tidur ku di spam tugas :v;;;2020-08-19T03:01:40Z
blitz pras;Bangga punya menteri pendidikan terbaik di dunia. PJJ mungkin berat dilakukan tetapi dampaknya sangat - sangat besar. ini yang qw tangkep dari podcast om dedy n Mas menteri;;;2020-08-19T02:59:37Z
Ika Siska;bangga punya menteri pendidikan sehebat ini, salut pak nadiem??;;;2020-08-19T02:57:46Z
Modest Diva;Bang Dedy, tolong sampaikan ke Bang Nadiem. Masukkan kurikulum atau apapun nama programnya, anak2 dari usia dini yg sudah tahap usia  mengerti dampak atas suatu tindakan. Kunjungan seperti study tour ke rehabilitasi narkoba. Spya mereka sudah paham akibat dari narkoba. Very appreciated for your help ??;;;2020-08-19T02:56:01Z
wong bosss;Baik bagi orang bisnis.belum tentu baik bagi orang kecil;;;2020-08-19T02:55:38Z
rosdalina netral;Bahas uang sekolah nya om;;;2020-08-19T02:53:08Z
Rolly As Sohani;Bagusnya sisitim boarding.\nSebelum mereka mulai belajar dan tinggal dilingkungan sekolah, ada karantina selama 14hari dan test rapid, serta belum diijinkan dijenguk selama sebulannato 1 semester. Jika memang urgent cukup ketemu di post security, itupun harus ada pembatasan orang liar dengan orang yg tinggal didalam, bqik melalui ruang terpisah atau by phone dibeda ruangan;;;2020-08-19T02:51:34Z
Setiawanbayu Ajie;Bagus mas Nadiem...;;;2020-08-19T02:43:58Z
Indra Mahyudi. S;Bagus idenya Mas Menteri di rolling tatap muka. Tapi lebih bagus lagi kalau di kelas yang tatap muka di beri kamera dan internet yang kuat, sehingga anak-anak yang 50% yang belajar di rumah bisa ikutan live nimrung di kelas. Selain mereka bisa bergantian berinteraksi langsung, yang belajar di rumah juga bisa ikut berinteraksi kayak di zoom. Tenaga pendidik pun juga ga kerja 2 kali.;;;2020-08-19T02:39:38Z
Alii lii;Bagi yang mampu ya enak belajar online.coba orang yg kurang mampu dan tidak bisa membelikan smartphone bagai mana mereka bisa belajar online apalagi yg sinyal nya jelek dan tidak mampu membeli kuota itu sangat berat.pandemi ini bukannya harus nyimpan uang buat bertahan hidup ini malah keluar uang terus buat beli kuota dan listrik.saran saya belajar di stop sementara sampai pandemi ini selesai dan para murid di berikan buku dan biarkan mereka belajar sendiri tanpa pakai apk apk .dan jika belajar online pun guru cuma memberi langsung soal tanpa menjelaskan ini yg jadi masalah.;;;2020-08-19T02:39:07Z
Ari Suarningsih;Bagi saya, Pak Nadiem itu luar biasa sekali..\nJika memang ada yg punya ide solusi lebih baik dukung beliau.. sampaikan...demi bangsa dan negara;;;2020-08-19T02:38:16Z
Slamet Pegas Al Madury;Bagi anak anak yang memiliki orang tua cerdas dan bertanggung jawab, tidak akan menjadi bodoh hanya gara gara covid, so tanggung jawab pendidikan anak anak kita tidak semata mata pada lembaga sekolah;;;2020-08-19T02:36:37Z
Milanbona alami;Bagaimana dengan homeschooling?;;;2020-08-19T02:33:43Z
Hengki Conspiracy;Bacot aja ! Selama dia jd mentri gak ada efek membaiknya pendidikan indonesia yang ada makin merosot ! Secara teori terdengar bisikan surga tp dilapangan neraka;;;2020-08-19T02:30:17Z
asri jaya;bacot;;;2020-08-19T02:29:29Z
Manaek TP;Bacooot doang mas menteri bisanya!, terlalu banyak program a b c d z, padahal apa niatnya hanya agar anggaran pendidikan 20? itu bisa keluar dipakai begitu saja!?, \nNah tapi apa benar gak tahu fakta sebenarnya bobroknya dunia pendidikan kita? Satu2nya cara adalah TINDAK TEGAS HUKUMAN BERAT BAGI MEREKA YANG CUEK, CURANG, DAN JAHAT DI DUNIA PENDIDIKAN!;;;2020-08-19T02:28:02Z
bahtiar sulaiman;Baaacoooot;;;2020-08-19T02:27:29Z
Riski Abdullah;Ayoo dong pak..gratisan UKT kami...??;;;2020-08-19T02:27:01Z
Frozennn W;Ayo sekolahh:(;;;2020-08-19T02:25:20Z
Ayu Saputrii;Ayo pak nadeem segera luncurkan penyederhanaan kurikulum untuk anak SD.. & tlg jg bagi bilingual school yg tdk hanya memakai buku dr pemerintah saja. Sy setuju jika pd kota yg berzona kuning tatap muka di sklh bs di laksanakan wlpn hanya dg system small group.. paling tdk anak ada interaksi langsung dg guru'ny seminggu sekali. Setau sy dr pihak sklh anak sy sdh menemui pihak pemerintah kota..wlpn sy blm tau hasilny bagaimana.. kr sempat dngr kabar memang msh agak susah mendapatkan izin membuka sekolah wlpn hanya dg small group, mengingat zona covid yg msh berubah ubah dg cepat.;;;2020-08-19T02:23:02Z
Ikhwan AK86;Ayo mas nadim ..sekolah masuk kan mas ...soal nya angklung saya nggak laku2 mas ...nggak ada anak sekolah di indonesia mas ....;;;2020-08-19T02:19:40Z
Hendra Tampan;Ayo kembali ke sekolah pak Mentri  ...;;;2020-08-19T02:17:28Z
Fadhil;atur-atur aja dah suka-suka u dim.;;;2020-08-19T02:16:02Z
tri siagian;"Atleast nadiem adalah pejabat yg kerjalah, walaupun usaha dia kadang jelek, tp drpd yg diem"" aja gaji buta.";;;2020-08-19T02:15:08Z
Harjuna Reski;Asyiiik;;;2020-08-19T02:14:27Z
Mang Ajat Sigarantang;Assalamualikum. Saya guru dan saya merasakan dan mengalami sulitnya masa sekarang ini. Saya setuju dengan pernyataan bang deddy, apapun kebijakan pak mentri dalam keadaan ini pasti akan disanggah, pendapat saya pribadi, kebijakan yang diambil pak mentri sudah bijak tetapi saya hanya ingin pak mentri datang langsung ke banyak lokasi tidak hanya beberapa, agar tahu apa yang terjadi langsung dimana guru berjibaku langsung menyiasati kebijakan pemerintah dan menyiasati bagaimana agar anak dan orang tua dapat mengerti dengan keadaan walaupun pada akhirnya ke gurulah segala beban dan unek unek dicurahkan dan bahkan hujatan, khususnya dari para orang tua dan siswa yang ingin pembelajaran tatap muka karena memang di daerah(kecamatan) saya mengajar sangat mungkin untuk melakukan tatap muka. Terima kasih wassalam;;;2020-08-19T02:13:26Z
Zul Akmall;Assalamualaikum, kebijakan apapun yang diterapkan, sejatinya akan dapat meningkatkan ketaqwaan kepada Allah SWT utamanya, Wallahu alam bissawab, barakallah;;;2020-08-19T02:10:22Z
Aldo Christian;Ask: wajar sekolah darring/online spp tetap jalan? Dimohon tanggapannya mahasiswa/siswi;;;2020-08-19T02:04:48Z
Hadziq Amri;Asik laah mantap;;;2020-08-19T02:04:15Z
joung farih;Aq padamu Nadiem.. mutlak?? mantep nih mentri;;;2020-08-19T01:58:56Z
oksi safis;Apresiasi untuk Mas Mentri dalam memperjuangkan dan mengatur pendidikan yg sedang dalam krisis pada pandemi Covid.;;;2020-08-19T01:57:20Z
vedi oktavia;Apapun yg dibilang orang2 , Saya tetap love sama bapak nadiem Cara bahasa berbicara , attitude dan kinerja beliau dalam membangun bidang pendidikan.. tetap semangat Pak insyaAllah Allah selalu melindungi Bapak;;;2020-08-19T01:55:45Z
Reynaldi Kurniawan;Apapun yang pak menteri lakukan,I will always support him,kenapa ? karena saya tidak tahu apakah saya mampu memangku tanggung jawab yang begitu besar seperti beliau,keep going sir,proud of you :);;;2020-08-19T01:54:36Z
X GUMMBA;Apapun yang baik untuk indonesia aku dukung.;;;2020-08-19T01:54:09Z
Diki Wahyudi;Apakah pak Nadim baca komen ini?\nDalam pandemi ini siswa SMK yang sangat di rugikan apalagi yg sedang kelas 12 mereka di rugikan karena mereka kekurangan pengetahuan dan pengalaman saat akan terjun kedunia kerja, karena biasanya di sekolah mereka peraktek seminggu bahkan sampai 3-4 kali untuk melatih metal ke dunia kerja dan pandemi seperti ini mereka tidak bisa melatih keterampilan dan pengalaman mereka, ya saya siswa SMK minta kebijakan bapak untuk menambah keahlian siswa SMK setelah pandemi ini;;;2020-08-19T01:51:04Z
Rizal Effendy;Apakah guru Taman kanak kanak yang sudah sertifikasi dan PNS. Ada peraturan harus kuliah lagi dan harus mengajar di sd. Padahal masa kerjanya tinggal 4 tahun lagi. Dan kalo tidak melaksanakan sertifikasinya akan di cabut. Karna logika masih banyak jg honorer yang nganggur blm di angkat kenapa ada aturan tersebut. Terimakasih;;;2020-08-19T01:42:23Z
Rizky Juniyanto;Apakah dia akan menjadi penerus anies ? \nAneh2 trobosannya , ngeles aja;;;2020-08-19T01:41:31Z
Terminal Tiket;Apa yang diinginkan banyak orang belum tentu yang terbaik , betul;;;2020-08-19T01:38:41Z
Bilal Ihsan A.R;Apa yang di omongkan orang cerdas selalu berbobot, mantap;;;2020-08-19T01:38:11Z
Den dhimas Ningrat;Apa saya perlu memberitahukan\nKalo saya setiap hari, keluar rumah ( saya kurir di perusahaan )..\n\nTapi saya tidak kena COVID-19..\nApakah saya merasa beruntung karena tidak kena COVID-19?\n\nAtau COVID-19 itu tidak suka menghampiri saya ( Kurir )?\nEntah lah, COVID-19 itu pilih kasih, atau ???????\n\nMau tahu apa pendapat kalian;;;2020-08-19T01:36:51Z
Dini Anggraini;Apa kah ini yg di nama kan keadilan bagi seluruh rakyat indonesia??atau keadilan bagi seluruh anak pejabat?;;;2020-08-19T01:35:48Z
CEKER MV;Apa cm gw yg bingung knp figur begini sering di hujat di internet.;;;2020-08-19T01:34:46Z
gudang smansa;antara sakit dan pingin pintar om.  dan ini membuka mata orang tua bahwa peran guru untuk menahan anak untuk duduk belajar selama 8 jam perhari itu tidak mudahkan  om.;;;2020-08-19T01:32:05Z
MR Iq smash;Antar menteri tidak punya koordinasi yang baik akhirnya berkesan kerja sendiri sendiri..harus nya ada sinergis antara menteri kesehatan dan pendidikan sehingga anak sekolah sudah mulai ada tahap tatap muka walo terbatas dulu..ini konsep nya daring2 terus..target tatap muka nya tidak ada karena apa? Krn antara menkes dan mendikbud tidak punya koordinasi yang baik;;;2020-08-19T01:31:01Z
QAYIN NAGLI SYAH JUNAI;Angkatan yang di latih untuk sabar dan mikir terus;;;2020-08-19T01:29:01Z
QAYIN NAGLI SYAH JUNAI;Angkatan 2020 adalah angkatan pertama dan dididik secara mendadak;;;2020-08-19T01:28:58Z
Iqbal Mustofa;Andaikan semua elemen kementrian di indonesia macam ni orang.;;;2020-08-19T01:27:33Z
Siti Aminah;Anda bilang krisis. Ya memang krisis. Anda buat program tapi membuat anak-anak yg berpendidikan di Desa/luar kota (Susah Sinyal) menjadi tambah beban. Coba anda Turun langsung kelapangan jgn haya di Dpn monitor;;;2020-08-19T01:27:21Z
Ranchoddas Chanchadd;Ancurrrr dunia pendidikan klo gni caranya..gara2 ketakutan Sama virus YG sengaja dibuat..kamvreetttt;;;2020-08-19T01:27:18Z
Novia wulandari;Anakq kls 1 sd,,ditk kan mmg g dianjurkan bisa membaca dini,,,akhirnya  dia sekrg masih terbata2 dan moodyan kal bljr sama saya,,,beda kal sma guru;;;2020-08-19T01:26:22Z
Zynskav Zynskav;Anak-anak dididik dengan guru-guru yang mental dan pengetahuannya oke dan generasi tua yang mental jajahan, ngk mau maju, keras kepala, kepala batu, tukang korupsi, harus pada mati dulu, baru Indonesia bisa maju.;;;2020-08-19T01:16:23Z
Ira Martin;Anak2/pelajar/siswa lebih taat/manut/perhatian ke gurunya daripada orang tuanya.\nMasalah pembelajaran \n1. Pendidikan orang tua\n2. HP\n4. Kuota Internet/biaya\n5. Sinyal\n6. Listrik\nAda daerah Karanganyar SDN, tidak daring, pembelajaran dengan cara  ortu siswa ambil tugas ke SD/sekolahan setiap minggu sekali, ortu ambil tugas dan soal yang harus diselesaikan oleh siswa dan dikembalikan ke sekolah minggu selanjutnya oleh ortu juga, sehingga siswa tidak ada tatap muka. Sehingga Guru2 tugasnya membuat soal, tugas dan menilai tugas/soal siswa sesuai kurikulum yang berlaku  selama seminggu. \nIni salah satu pembelajaran tidak harus daring dan tatap muka\nTidak ada listrik, internetnya darimana;;;2020-08-19T01:15:23Z
Mirakel Hamid;anak2 SD harusnya diajarkan konsep2 dasar saja,.....\ntapi sudah hampir 2 dekade, materi pelajaran anak SD terlalu banyak dan mendetil yg tdk sesuai dengan umur mereka.....\npara penyusun materi pelajaran hanya mengejar angka kredit utk karir mereka tanpa memperhatikan hal yg substansial bagi anak2......\ningat..anak2 kita bukan gudang yg sesuka hati, kita masukkan berbagai barang yg tidak berguna....\ntugas pak nadim .....;;;2020-08-19T01:12:03Z
Yohana Eva Meiliana;Anak2 ku HS sekarang. Krn aku ga bs nuntut org lain untk kebaikkan anak2 sy;;;2020-08-19T01:08:59Z
Koding Entertainment;Anak2 bukanya fokus classroom Virtual, malah nonton yt, fb, live straming lainny.. Miris;;;2020-08-19T01:06:53Z
Unknow;"anak tetangga dapet tugas olahraga dari guru nya anak nya di panggil emak nya ""dek , sini pake baju olahraga loncat loncat nnti mma videoin buat tugas"" kelar video yg cuma bberapa detik atau menit baju di lepas dan si anak lanjut main , PR nya pun yg mengerjakan bukan si anak .";;;2020-08-19T01:06:38Z
Eko Setyobudi;Anak sekolah makin bodoh bos.. Rutinitas bangun pagi juga gk seperti dulu..;;;2020-08-19T01:05:54Z
Toms Manroe;Anak sekolah lulusan Angkatan 2020 - 2021 Dst,, lowongan pekerjaan sudah terbuka,  PT Gojek Indonesia selalu membuka peluang untuk menjadi mitra driver ??;;;2020-08-19T01:00:08Z
dheny alvito;Anak SD di kasih tugas di rumah. Eh orang tuanya yg pinter. Hahaha;;;2020-08-19T00:54:58Z
MARTONO;Anak saya yang baru masuk tk & sd aja...udah sering tanya kapan masuk sekolah???....udah bilang kangen katanya..;;;2020-08-19T00:54:33Z
Amir Hamzah;Anak saya SD\nSistem belajar kompetensi saya kira kurang cocok\nApa lagi dalam pandemik gini\nPelajaran IPA IPS bahasa Indonesia dan lain sebagainya d jadikan satu buku apa lagi belajar d rumah kalau orang tuanya lulus SD ,anaknya banyak,kurang tau teknologi gimana\n\nTerus contoh ya\nPelajaran bercocok tanam\nD kota bercocok tanam saya kira susah kalau nanam bunga d pot sih bisa jadi kalau sistem kompetensi masih susah \nSoal sekolah semisal dalam 1 kelas berisi 30 anak bisa kan kalau masuk 1 Minggu sekali 5 anak atau satu mingggu 2 kalau dengan 10 anak\nBiar meringankan beban orang tua;;;2020-08-19T00:54:29Z
hashifah go;Anak saya SD, tidak ada modul seperti pak menteri katakan.kita tetap belajar  buku tematik , tdk  ada modul untuk orangtua;;;2020-08-19T00:51:04Z
The Purnamas;Anak saya pun, sudah protes kapan sekolah... Dan emak2 pun Insya Allah setuju ada tatap muka, kenapa? karna anak bisa belajar lebih disiplin dan struktural di sekolah. Kalo dirumah, anak lebih lues negosiasi jika sama orangtuanya... hehehe, kalo sama Guru, lebih nurut pada kenyataannya.;;;2020-08-19T00:50:28Z
Sofie Sulaiman;Anak saya hyperactive, dan kami cuma pasangan dgn income yg seadanya. Belajar online membuat dia stress, karena dia tdk bisa berinteraksi dgn teman temannya dan terbatas ber-explore. Cuma tugas mewarnai setiap hari, bikin dia tambah depress.....tolongin kami....tolongin anak saya mas menteri ??;;;2020-08-19T00:46:23Z
Aris Firmansyah;Anak orang dipake kelinci percobaan....mentri ilusionis nih kayanya;;;2020-08-19T00:46:14Z
Altagracia Sihite;"anak kls 12 belyk ""mana sempat keburu tamat , otak keburu kosong""";;;2020-08-19T00:45:51Z
Shiva Wymaila Gumanty;Amazing Mr. Nadiem, very very proud and respect ??;;;2020-08-19T00:43:10Z
Piteng;Amazing mas Nadiem, very insightful. God bless you.;;;2020-08-19T00:38:27Z
Tagivtea;Always support nadim makarim for his policy;;;2020-08-19T00:35:59Z
Klan Dullrohman;Allah kirim mas nadim di waktu yg tepat u indonesia.  Semua atas keputusannya sang kholik.  Semangat u dunia pendidikan indonesia;;;2020-08-19T00:34:44Z
CAH PTQ CHANNEL;Alhmdllh. . Pak nadiem .;;;2020-08-19T00:33:26Z
Naru Chan;"Alhamdulillah.... rencana pak Nadim ttg kegiatan pembelajaran untuk tingkat SD harus aktifitas emang efektif banget, sekolah kami udah praktek dluan kok dgn merampingkan pembelajaran dan pemb berdasar ketahanan hidup, dan orang tua bahkan bahagia karna nggak pernah ngeluh liat anak.x musingin kerja tgas"" sekolah atau harus rebutan apalagi berlama"" depan smartphone/laptop, jadi nggak sabar nunggu modul pembljran yg baru bakal seperti apa nantinya ????";;;2020-08-19T00:31:41Z
